au_ge,authors,avg_rating,bow,description,format,genre,id,img,isbn,key_words,num_ratings,page,ratings,titles,tot_rating,year_pub
,Maurice Leblanc,3.94,mauriceleblanc mystery classics fiction cultural france mystery crime arsène lupin est mort en tout cas cest ce que le monde lair de croire lors dun cambriolage nocturne au château dambrumésy mlle saint véran tire sur un rôdeur mais son cadavre reste introuvable quelques jours plus tard la jeune femme enlevée et corps retrouvé inanimé à côté celui darsène comme par hasard document renfermant,"Arsène Lupin est mort ! En tout cas, c'est ce que tout le monde a l'air de croire : lors d'un cambriolage nocturne au château d'Ambrumésy, Mlle de Saint-Véran tire sur un rôdeur mais son cadavre reste introuvable. Quelques jours plus tard, la jeune femme est enlevée et son corps est retrouvé inanimé, à côté de celui d'Arsène Lupin. Comme par hasard, le document renfermant",mass market paperback,"Mystery, Classics, Fiction, Cultural, France, Mystery, Crime",141213,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333605949l/141213.jpg,9782253001416.0,arsène lupin est mort en tout cas cest ce que le monde lair de croire lors dun cambriolage nocturne au château dambrumésy mlle saint véran tire sur un rôdeur mais son cadavre reste introuvable quelques jours plus tard la jeune femme enlevée et corps retrouvé inanimé à côté celui darsène comme par hasard document renfermant,,192.0,,L'aiguille creuse,1962.0,1909.0
,Zane Grey,3.86,zanegrey westerns fiction classics historical historicalfiction adventure romance literature audiobook literature own remove books imperfections introduced work culturally digitization process though conducted occasional errors reading experience pre historical reproduction believe attempt may made best efforts quality assurance impede curated,This is a pre-1923 historical reproduction that was curated for quality. Quality assurance was conducted on each of these books in an attempt to remove books with imperfections introduced by the digitization process. Though we have made best efforts - the books may have occasional errors that do not impede the reading experience. We believe this work is culturally,paperback,"Westerns, Fiction, Classics, Historical, Historical Fiction, Adventure, Romance, Literature, Audiobook, Literature, Own",121178,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348777708l/121178.jpg,9781426438011.0,remove books imperfections introduced work culturally digitization process though conducted occasional errors reading experience pre historical reproduction believe attempt may made best efforts quality assurance impede curated,,212.0,,The Last Trail,1857.0,1909.0
,Alfred Kubin,3.83,alfredkubin fantasy fiction horror europeanliterature germanliterature fantasy weirdfiction baedeker mystery sort hoffmann gustav meyrink lands illustrations one nightmare fantastic called also darkly decadent creation resembles mervyn peake major graphic artists perle edgar allan poe evocations writers depths journey combination becomes dream kingdom th century asia half known us alfred kubin mysterious city created deep subconscious side tells atmosphere fear grotesque balzac e widely,"The Other Side tells of a dream kingdom which becomes a nightmare, of a journey to Perle, a mysterious city created deep in Asia, which is also a journey to the depths of the subconscious. Or as Kubin himself called it, 'a sort of Baedeker for those lands which are half known to us'.  Alfred Kubin (1877-1959) was one of the major graphic artists of the 20th century who was widely known for his illustrations of writers of the fantastic such as Balzac, E.T.A. Hoffmann, Gustav Meyrink and Edgar Allan Poe. In his combination of the darkly decadent, the fantastic and the grotesque, in his evocations of dream and nightmare, his creation of an atmosphere of mystery and fear he resembles Mervyn Peake.",paperback,"Fantasy, Fiction, Horror, European Literature, German Literature, Fantasy, Weird Fiction",847735,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328495092l/847735.jpg,9781873982693.0,baedeker mystery sort hoffmann gustav meyrink lands illustrations one nightmare fantastic called also darkly decadent creation resembles mervyn peake major graphic artists perle edgar allan poe evocations writers depths journey combination becomes dream kingdom th century asia half known us alfred kubin mysterious city created deep subconscious side tells atmosphere fear grotesque balzac e widely,,320.0,,The Other Side,1131.0,1909.0
,Sigrid Undset,4.18,sigridundset historical historicalfiction fiction classics europeanliterature scandinavianliterature literature men alone wanted toughened raises restores familiar vengefulness themes iceland destroys passion woman violence repeatedly defending casually raped historical romance gunnars daughter depicts characters driven unrelenting social code propels happiness life love courage adversity rebuilds autonomy set norway man saga age undsets time familys honor story world governed take intelligence vigdis child conceived beginning eleventh century beautiful spoiled gunnarsdatter action,"Set in Norway and Iceland at the beginning of the eleventh century, this is the story of the beautiful, spoiled Vigdis Gunnarsdatter, who is casually raped by the man she had wanted to love. A woman of courage and intelligence, Vigdis is toughened by adversity. Alone she raises the child conceived in violence, repeatedly defending her autonomy in a world governed by men. Alone she rebuilds her life and restores her family's honor, until an unrelenting social code propels her to take the action that again destroys her happiness. More than a historical romance, Gunnar's Daughter depicts characters driven by passion and vengefulness, themes as familiar in Undset's own time - and in ours - as they were in the Saga Age.",paperback,"Historical, Historical Fiction, Fiction, Classics, European Literature, Scandinavian Literature, Literature",6226,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924494l/6226.jpg,9780141180205.0,men alone wanted toughened raises restores familiar vengefulness themes iceland destroys passion woman violence repeatedly defending casually raped historical romance gunnars daughter depicts characters driven unrelenting social code propels happiness life love courage adversity rebuilds autonomy set norway man saga age undsets time familys honor story world governed take intelligence vigdis child conceived beginning eleventh century beautiful spoiled gunnarsdatter action,,161.0,,Gunnar's Daughter,986.0,1909.0
,Beatrix Potter,3.8,beatrixpotter childrens classics childrens picturebooks fiction animals mrs tittlemouse popular shop less keen jemima puddle duck pigling bland number johnny town mouse gloucester pay squirrel nutkin fierce bad rabbit tailor tiggy winkle mr jeremy fisher terrier peter gret deal miss moppet appley dapplys nursery rhymes cecily parsleys beatrix potters series difficult indeed customers loved credit making poor ginger tom kitten two mice pickles buy follows benjamin bunny samuel whiskers story little books patty pan cat kept ran provisions tale tod lives timmy tiptoes pig robinson flopsy bunnies titles pie,"Ginger and Pickles (a terrier and a ginger cat) kept a very popular shop. Their customers loved to buy their provisions there, but they were less keen to pay for them and ran up a gret deal of credit, making poor Ginger and Pickles lives very difficult indeed.  The Tale of Ginger and Pickles is number 18 in Beatrix Potter's series of 23 little books, the titles of which are as follows:  1 The Tale of Peter Rabbit 2 The Tale of Squirrel Nutkin 3 The Tailor of Gloucester 4 The Tale of Benjamin Bunny 5 The Tale of Two Bad Mice 6 The Tale of Mrs. Tiggy-Winkle 7 The Tale of Mr. Jeremy Fisher 8 The Tale of Tom Kitten 9 The Tale of Jemima Puddle-Duck 10 The Tale of the Flopsy Bunnies 11 The Tale of Mrs. Tittlemouse 12 The Tale of Timmy Tiptoes 13 The Tale of Johnny Town-Mouse 14 The Tale of Mr. Tod 15 The Tale of Pigling Bland 16 The Tale of Samuel Whiskers 17 The Tale of The Pie and the Patty-Pan 18 The Tale of Ginger and Pickles 19 The Tale of Little Pig Robinson 20 The Story of a Fierce Bad Rabbit 21 The Story of Miss Moppet 22 Appley Dapply's Nursery Rhymes 23 Cecily Parsley's Nursery Rhymes",hardcover,"Childrens, Classics, Childrens, Picture Books, Fiction, Animals",608727,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345804904l/608727.jpg,9780723247876.0,mrs tittlemouse popular shop less keen jemima puddle duck pigling bland number johnny town mouse gloucester pay squirrel nutkin fierce bad rabbit tailor tiggy winkle mr jeremy fisher terrier peter gret deal miss moppet appley dapplys nursery rhymes cecily parsleys beatrix potters series difficult indeed customers loved credit making poor ginger tom kitten two mice pickles buy follows benjamin bunny samuel whiskers story little books patty pan cat kept ran provisions tale tod lives timmy tiptoes pig robinson flopsy bunnies titles pie,,58.0,,The Tale of Ginger and Pickles,1514.0,1909.0
,H.G. Wells,3.56,hgwells classics fiction feminism romance europeanliterature britishliterature biology suffragettes — intellectuals socialists place father forbids imperial choice headstrong ann veronica stanley fashionable ball twenty one passionate fresh start london world live make life attending student determined family home leave finds decides,"Twenty-one, passionate and headstrong, Ann Veronica Stanley is determined to live her own life. When her father forbids her attending a fashionable ball, she decides she has no choice but to leave her family home and make a fresh start in London. There, she finds a world of intellectuals, socialists and suffragettes — a place where, as a student in biology at Imperial",paperback,"Classics, Fiction, Feminism, Romance, European Literature, British Literature",283860,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311647673l/283860.jpg,9780141441092.0,biology suffragettes — intellectuals socialists place father forbids imperial choice headstrong ann veronica stanley fashionable ball twenty one passionate fresh start london world live make life attending student determined family home leave finds decides,,352.0,,Ann Veronica,932.0,1909.0
,Knut Hamsun,3.95,knuthamsun fiction classics novels europeanliterature scandinavianliterature literature nobelprize literature literaryfiction lars falkenberg whose dubious talents include turn fled hopes wanderer plays modern literature brilliantly translated six years older laid autumn star two closely related novels something powers lyrical estate original prose styles wandering round least tuning one work age show hamsun narrator knut pedersen hamsuns real name faith unsimple character simple life continually frustrated certain captain helplessly infatuated eventually finds joins forces first woman city oliver acclaimed sequels qualities finest works aging wife poignancy end height love susceptibility wives pianos falls reaches sense conveys later search attain successive employers workmen sucked back score passionate ironic yet deeply humane master grindhusen quest consists due course norwegian countryside daughters muted strings explains gunnvor stallybrass man blessed futile pursuit ten among find relation,"The Wanderer, which consists of two closely related novels, Under the Autumn Star and On Muted Strings, has been acclaimed as one of Knut Hamsun's finest works.  The narrator, Knut Pedersen (Hamsun's real name), is an unsimple character in search of the simple life, which he hopes to attain by wandering round the Norwegian countryside doing such work as he can find. His quest is continually frustrated, not least by his susceptibility to the wives and daughters of successive employers.  In Under the Autumn Star he joins forces first with Grindhusen, a man blessed with the faith that ""something will turn up""; later with Lars Falkenberg, whose dubious talents include the tuning of pianos. Knut and Lars end up as workmen on the estate of a certain Captain Falkenberg (no relation), with whose wife each falls in love. In due course, Knut is laid off and, in futile pursuit of the woman with whom by now he is helplessly infatuated, eventually finds himself sucked back into the city he once fled.  ""A wanderer plays on muted strings,"" explains Knut, now six years older, ""when he reaches the age of two score years and ten."" Among this sequel's qualities is the poignancy with which it conveys that sense of aging.  Both novels show Hamsun at the height of his powers: lyrical and passionate, ironic yet deeply humane, master of one of the most original prose styles in modern literature, brilliantly translated here by Oliver and Gunnvor Stallybrass.",paperback,"Fiction, Classics, Novels, European Literature, Scandinavian Literature, Literature, Nobel Prize, Literature, Literary Fiction",32589,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348757793l/32589.jpg,9780285647879.0,lars falkenberg whose dubious talents include turn fled hopes wanderer plays modern literature brilliantly translated six years older laid autumn star two closely related novels something powers lyrical estate original prose styles wandering round least tuning one work age show hamsun narrator knut pedersen hamsuns real name faith unsimple character simple life continually frustrated certain captain helplessly infatuated eventually finds joins forces first woman city oliver acclaimed sequels qualities finest works aging wife poignancy end height love susceptibility wives pianos falls reaches sense conveys later search attain successive employers workmen sucked back score passionate ironic yet deeply humane master grindhusen quest consists due course norwegian countryside daughters muted strings explains gunnvor stallybrass man blessed futile pursuit ten among find relation,,164.0,,The Wanderer,985.0,1909.0
,Florence Louisa Barclay,3.98,florencelouisabarclay classics romance fiction europeanliterature britishliterature historical romance historicalromance christianity catholic religion faith classics classicliterature novels rosary wants blinded presumed name thereby gets nurse alas receives news mutual friend go visit help love loves known honorable jane champion beauty back hunting accident doctor know receive new gareth plain trust position beautiful story dalmain falls great lover decides pity,"""The Rosary"" is a beautiful love story. Gareth Dalmain falls in love with the Honorable Jane Champion. She loves him back, but does not trust his love, as is known to be a great lover of beauty, and she - alas - is very plain. Just as she decides to trust him, she receives news that he has been blinded in a hunting accident. She wants to go visit him, but he will not receive her, as he wants only her love - not her pity. With the help of their mutual friend and doctor, she gets the position as his nurse under a presumed name, and thereby gets to know the 'new' Gareth.",hardcover,"Classics, Romance, Fiction, European Literature, British Literature, Historical, Romance, Historical Romance, Christianity, Catholic, Religion, Faith, Classics, Classic Literature, Novels",1420762,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348683580l/1420762.jpg,9781432617424.0,rosary wants blinded presumed name thereby gets nurse alas receives news mutual friend go visit help love loves known honorable jane champion beauty back hunting accident doctor know receive new gareth plain trust position beautiful story dalmain falls great lover decides pity,,380.0,,The Rosary,1020.0,1909.0
,William Hope Hodgson,3.58,williamhopehodgson horror fiction classics adventure pirates fantasy fantasy weirdfiction paranormal ghosts adventure fantasy supernatural horror ghoststories spirits perhaps quasi human aspect ghost pirates hints unknown fate maritime knowledge book haunted ship last voyage besiege incidents suggestive doomed power h p lovecraft finally drag bygone buccaneers nature terrible sea devils powerful account clever selection times reaches enviable peaks latent horrors command,"""The Ghost Pirates . . . is a powerful account of a doomed and haunted ship on its last voyage, and of the terrible sea-devils (of quasi-human aspect, and perhaps the spirits of bygone buccaneers) that besiege it and finally drag it down to an unknown fate. With its command of maritime knowledge, and its clever selection of hints and incidents suggestive of latent horrors in nature, this book at times reaches enviable peaks of power."" -- H.P. Lovecraft",paperback,"Horror, Fiction, Classics, Adventure, Pirates, Fantasy, Fantasy, Weird Fiction, Paranormal, Ghosts, Adventure, Fantasy, Supernatural, Horror, Ghost Stories",634043,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328014883l/634043.jpg,9781421925813.0,spirits perhaps quasi human aspect ghost pirates hints unknown fate maritime knowledge book haunted ship last voyage besiege incidents suggestive doomed power h p lovecraft finally drag bygone buccaneers nature terrible sea devils powerful account clever selection times reaches enviable peaks latent horrors command,,176.0,,The Ghost Pirates,866.0,1909.0
,John Muir,4.29,johnmuir nonfiction environment nature adventure animals biography travel become stranded extraordinary amazingly explore wild days one day muir set dog almost impossible replaced aloof little belonging illustrations memorable alaska precarious ice bridge dangerous called famous naturalist john true tale actually happened fellow traveler insisted going along way escape stickeens aloofness glacier rapturous adoration author skillfully weaves muirs result man classic words huge blizzard stickeen became,"This true tale actually happened in Alaska to the famous naturalist, John Muir, and it became what he called the most memorable of all his wild days. One day, Muir set out to explore a huge glacier during a blizzard. Stickeen--an aloof little dog belonging to a fellow traveler--insisted on going along. They become stranded on the glacier. The only way out was over a precarious ice bridge, dangerous for a man and almost impossible for a dog. When, amazingly, they both escape, Stickeen's aloofness is replaced by rapturous adoration for Muir. The author skillfully weaves Muir's own words, the illustrations are extraordinary, and the result is a classic.",paperback,"Nonfiction, Environment, Nature, Adventure, Animals, Biography, Travel",238718,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347417134l/238718.jpg,9781883220785.0,become stranded extraordinary amazingly explore wild days one day muir set dog almost impossible replaced aloof little belonging illustrations memorable alaska precarious ice bridge dangerous called famous naturalist john true tale actually happened fellow traveler insisted going along way escape stickeens aloofness glacier rapturous adoration author skillfully weaves muirs result man classic words huge blizzard stickeen became,,32.0,,Stickeen: John Muir and the Brave Little Dog,930.0,1909.0
,Joseph Conrad,3.7,josephconrad fiction shortstories classics literature extraordinary circums ordinary people find gripping tales tested disaster crime crisis collection,"This is a collection of gripping tales of crime, crisis or disaster, in which ordinary people find themselves tested in extraordinary circums",,"Fiction, Short Stories, Classics, Literature",513574,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1175429751l/513574.jpg,9780753807224.0,extraordinary circums ordinary people find gripping tales tested disaster crime crisis collection,,,,The Secret Sharer and other stories,843.0,1909.0
,V.D. Savarkar,4.29,vdsavarkar literature marathi history cultural india nonfiction power book became ban uprising proscribed indian masses published ruthless british empire tracing step banned holland government due revolutionaries england barefooted undernourished india bullets footsteps sheer force account holy almost unarmed common folks challenging smuggled,"This book is a step by step account of the uprising of the Indian masses against the ruthless British empire. Tracing the footsteps of the barefooted, undernourished and almost unarmed Indian common folks challenging the British bullets with sheer force of will power. This book became the holy book for Indian revolutionaries and so was proscribed or banned by the British government. Due to the ban the book was smuggled in India and England after it was published in Holland.",,"Literature, Marathi, History, Cultural, India, Nonfiction",3249668,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372254955l/3249668.jpg,,power book became ban uprising proscribed indian masses published ruthless british empire tracing step banned holland government due revolutionaries england barefooted undernourished india bullets footsteps sheer force account holy almost unarmed common folks challenging smuggled,,,,1857 - The First War of Independence १८५७ चे स्वातंत्र्यसमर,287.0,1909.0
,Thomas Mann,3.62,thomasmann fiction europeanliterature germanliterature classics cultural germany literature diesem roman zeigt sich thomas mann von einer heiteren seite und schafft trotzdem ein ernsthaftes sinnbild für die aufbrechende deutscher prinz trifft amerikanische milliardärstochter,Deutscher Prinz trifft amerikanische Milliardärstochter. In diesem Roman zeigt sich Thomas Mann von einer heiteren Seite und schafft trotzdem ein ernsthaftes Sinnbild für die aufbrechende M,paperback,"Fiction, European Literature, German Literature, Classics, Cultural, Germany, Literature",1132604,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1181250028l/1132604.jpg,9783596294305.0,diesem roman zeigt sich thomas mann von einer heiteren seite und schafft trotzdem ein ernsthaftes sinnbild für die aufbrechende deutscher prinz trifft amerikanische milliardärstochter,,359.0,,Königliche Hoheit,588.0,1909.0
,Ambrose Bierce,3.97,ambrosebierce shortstories fiction classics horror war literature resaca horseman questing nose reading text revolutionary forces ambrose bierce rode affair negligible tales thedevil ’ unreal deadman son outposts new collection gathers ‘ chickamauga story military terms battle sites sky missing killed dog short fiction leaders bottomless grave jupiter doke brigadier general contents introduction suggestions revolt tale curried cow tough tussle pancho villa city realm owl creek bridge left behind controversialist notch parenticide club conscience one kind celebrated civil war fictions dictionary gods macabre masterpieces favorite murder oil never seen major damned thing boarded window life soldiers snake wireless message soldier folk three haïta night doings gone away man moxon shepherd back cover table officer resumed identity midst remarkable body bivouac explanatory notes glossary coulter master finest stories including things ghosts present moxons coup de grâce parker adderson philosopher note ways antepenultimata hilariously horrific hanging mexico occurrence opinionator dead mocking bird civilians,"Questing after Pancho Villa’s revolutionary forces, Ambrose Bierce rode into Mexico in 1913 and was never seen again. He left behind him theDevil’s Dictionary and a remarkable body of short fiction. This new collection gathers some of Bierce’s finest stories, including the celebrated Civil War fictions ‘An Occurrence at Owl Creek Bridge‘ and ‘Chickamauga‘, his macabre masterpieces ""The Damned Thing"" and ""Moxon's Master"", and his hilariously horrific ""Oil of Dog"" and ""My Favorite Murder"". --back cover  TABLE OF CONTENTS Introduction Suggestions for Further Reading A Note on the Text From In the Midst of Life Soldiers: A Horseman in the Sky An Occurrence at Owl Creek Bridge Chickamauga A Son of the Gods One of the Missing Killed at Resaca The Affair at Coulter’s Notch The Coup de Grâce Parker Adderson, Philosopher An Affair of Outposts The Story of a Conscience One Kind of Officer The Mocking-Bird  Civilians: The Man Out of the Nose The Man and the Snake The Boarded Window From Can Such Things Be? Can Such Things Be?: Moxon’s Master A Tough Tussle A Resumed Identity The Night-Doings at “Deadman’s” The Realm of the Unreal The Damned Thing Haïta the Shepherd  The Ways of Ghosts: Present at a Hanging A Wireless Message  Soldier Folk: Three and One Are One From Negligible Tales Negligible Tales: A Bottomless Grave Jupiter Doke, Brigadier-General The City of the Gone Away The Major’s Tale Curried Cow A Revolt of the Gods  The Parenticide Club: My Favorite Murder Oil of Dog From Antepenultimata A Bivouac of the Dead From The Opinionator The Controversialist: The Short Story  Explanatory Notes Glossary of Military Terms Battle Sites and Battle Leaders",paperback,"Short Stories, Fiction, Classics, Horror, War, Literature",1084577,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348705100l/1084577.jpg,9780140437560.0,resaca horseman questing nose reading text revolutionary forces ambrose bierce rode affair negligible tales thedevil ’ unreal deadman son outposts new collection gathers ‘ chickamauga story military terms battle sites sky missing killed dog short fiction leaders bottomless grave jupiter doke brigadier general contents introduction suggestions revolt tale curried cow tough tussle pancho villa city realm owl creek bridge left behind controversialist notch parenticide club conscience one kind celebrated civil war fictions dictionary gods macabre masterpieces favorite murder oil never seen major damned thing boarded window life soldiers snake wireless message soldier folk three haïta night doings gone away man moxon shepherd back cover table officer resumed identity midst remarkable body bivouac explanatory notes glossary coulter master finest stories including things ghosts present moxons coup de grâce parker adderson philosopher note ways antepenultimata hilariously horrific hanging mexico occurrence opinionator dead mocking bird civilians,,304.0,,Tales of Soldiers and Civilians and Other Stories,489.0,1909.0
,Marcia Davenport,3.84,marciadavenport biography music nonfiction history biographymemoir l created mozart music first american biography th century composer man back ground realistic moving engrossing positively brilliant,"Realistic, moving, engrossing and positively brilliant, this first American biography of the 18th century composer re-created Mozart--the man and his music--against the back ground of the he l",paperback,"Biography, Music, Nonfiction, History, Biography Memoir",183266,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266490771l/183266.jpg,9781566198332.0,l created mozart music first american biography th century composer man back ground realistic moving engrossing positively brilliant,,400.0,,Mozart,713.0,1909.0
,Mark Twain,3.87,marktwain classics fiction humor shortstories literature fantasy literature american religion humor comedy folksy narration peppered heaven utterly explode every human conception insufferably boring pretensions fact twains witty vision view outer space drawbacks huge expanse average white anglo saxon male insipid teenagers sailors jargon grand scheme place discovery produced two years paradise things new scientific awareness mark twain captain finds species north american district feelings traditional religious concepts publication last published work reveal outlandish dimensions next world sitting known characteristics trouble finding someone talk inspired astronomy recently deceased stormfield begun awesome cosmos outnumber whites afterlife seems amiable altogether importance told become inadequate humorous really like series confronts us cloud strumming day turns th century plot six chapter book stormfields wake actual sea crowd point universe harp follow funny satirical spoof reflect mixing well dream beginning earth merchant marine describes insignificance extract originally planned main character eternally youthful also native americans amusingly disconcerting revelations shipped,"Twain's witty vision of what heaven ""is really like"" is told from the point of view of the recently deceased Captain Stormfield. In a folksy narration peppered with sailor's jargon, the amiable, altogether down-to-earth merchant marine describes a series of amusingly disconcerting revelations about the next world.   Sitting on a cloud strumming a harp all day turns out to be insufferably boring; being eternally youthful also has its drawbacks when the captain finds himself not mixing well with a crowd of insipid teenagers; and Native Americans so outnumber whites in the North American district of Paradise that the average white Anglo-Saxon male has trouble finding someone to talk to. In fact the outlandish dimensions and characteristics of heaven utterly explode every human conception.   This funny, satirical spoof on human pretensions about the importance of our species in the grand scheme of things was the last published work by Mark Twain. The main character and plot were inspired by the dream of an actual sea captain whom Twain had known. Published at the beginning of the 20th century, when astronomy had just begun to reveal the huge expanse of outer space and traditional religious concepts of our place in the universe had become inadequate, Twain's humorous vision of the afterlife seems to reflect the new scientific awareness of the awesome cosmos that confronts us and the feelings of insignificance that this discovery produced.  Two years after publication of this ""extract,"" originally planned as a six-chapter book, Twain himself shipped off to follow in Captain Stormfield's wake.",paperback,"Classics, Fiction, Humor, Short Stories, Literature, Fantasy, Literature, American, Religion, Humor, Comedy",453751,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365462955l/453751.jpg,9781591020240.0,folksy narration peppered heaven utterly explode every human conception insufferably boring pretensions fact twains witty vision view outer space drawbacks huge expanse average white anglo saxon male insipid teenagers sailors jargon grand scheme place discovery produced two years paradise things new scientific awareness mark twain captain finds species north american district feelings traditional religious concepts publication last published work reveal outlandish dimensions next world sitting known characteristics trouble finding someone talk inspired astronomy recently deceased stormfield begun awesome cosmos outnumber whites afterlife seems amiable altogether importance told become inadequate humorous really like series confronts us cloud strumming day turns th century plot six chapter book stormfields wake actual sea crowd point universe harp follow funny satirical spoof reflect mixing well dream beginning earth merchant marine describes insignificance extract originally planned main character eternally youthful also native americans amusingly disconcerting revelations shipped,,153.0,,Extract from Captain Stormfield's Visit to Heaven,569.0,1909.0
,Arnold Bennett,3.65,arnoldbennett nonfiction classics writing booksaboutbooks writing essays literature criticism literarycriticism complete library theme form better bearing popular sub title rage free education sought journalist one great grandfathers mind pointed still worth seem rather quaint much good started modern times clayhanger trilogy years respected authors book detailed instructions way literary man often knowledge study remember old wives tale collecting value britain first appeared generation th century produced essentially st widely read many self improvement books time work probably successful publication ordinary working class people english literarure came category power taste card famous works included benefit opportunity heyday era arnold bennett,"Arnold Bennett is probably not widely read in the 21st century, but in his heyday during the first 30 years of the 20th century he was one of the most popular and most respected authors in Britain, and his most famous works included The Old Wives' Tale, the Clayhanger Trilogy, and The Card. He was essentially a literary man, but he started out as a journalist and in his time he produced many self-improvement books such as were all the rage as more and more ordinary working-class people (having started to benefit from free education) sought the opportunity to better themselves in an era when the theme was often 'knowledge is power"". Literary Taste, which has a sub-title ""how to form it, with detailed instructions for collecting a complete library of English Literarure"", came into that category, and was a very successful publication. More than 100 years after it first appeared (in 1909) it will seem rather quaint, but there is much of value in it, and, bearing in mind that much good and great literary work has been produced in modern times, it is still worth a study. Remember it is a book that pointed the way for the generation of our grandfathers and great-grandfathers!",paperback,"Nonfiction, Classics, Writing, Books About Books, Writing, Essays, Literature, Criticism, Literary Criticism",1458550,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1183830330l/1458550._SY475_.jpg,9781406927030.0,complete library theme form better bearing popular sub title rage free education sought journalist one great grandfathers mind pointed still worth seem rather quaint much good started modern times clayhanger trilogy years respected authors book detailed instructions way literary man often knowledge study remember old wives tale collecting value britain first appeared generation th century produced essentially st widely read many self improvement books time work probably successful publication ordinary working class people english literarure came category power taste card famous works included benefit opportunity heyday era arnold bennett,,60.0,,Literary Taste,234.0,1909.0
,P.G. Wodehouse,3.25,pgwodehouse humor fiction humor comedy classics elected digitization process though reading experience pre historical reproduction believe attempt books may made best efforts quality assurance imperfections introduced work book back occasional errors part print curated remove conducted impede preservation continuing commitment printed works worldwide culturally important bring,This is a pre-1923 historical reproduction that was curated for quality. Quality assurance was conducted on each of these books in an attempt to remove books with imperfections introduced by the digitization process. Though we have made best efforts - the books may have occasional errors that do not impede the reading experience. We believe this work is culturally important and have elected to bring the book back into print as part of our continuing commitment to the preservation of printed works worldwide.,paperback,"Humor, Fiction, Humor, Comedy, Classics",971687,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348262029l/971687.jpg,9781434604880.0,elected digitization process though reading experience pre historical reproduction believe attempt books may made best efforts quality assurance imperfections introduced work book back occasional errors part print curated remove conducted impede preservation continuing commitment printed works worldwide culturally important bring,,78.0,,"The Swoop!, or How Clarence Saved England: A Tale of the Great Invasion",370.0,1909.0
,Ambrose Bierce,3.82,ambrosebierce nonfiction language writing reference humanities language century since right language columnist jan freeman time agreed meant pretentious jeopardize roman triumph jeopard demean comport oneself paint theyve fared forgotten shibboleths ovation bierce made also abounds bierces rules peeves critics pet one write devils dictionary rule less vs fewer lie discriminating donate odd lies ahead little blacklist coat instructed mark applause reliable annotated edition today good bet correct speech ambrose ill formed coinage evidence offered fabulist literary faults list includes distinctions still familiar americas foremost experts presents th anniversary investigated taboos originated best known usage maven measure prolific journalist satirist round mbrose classic catalog quibbles seem coating lay say looks like belittle published several hundred,"One of America's foremost language experts presents an annotated edition of A mbrose Bierce's classic catalog of correct speech.   Ambrose Bierce is best known for The Devil's Dictionary, but the prolific journalist, satirist, and fabulist was also a usage maven. In 1909, he published several hundred of his pet peeves in Write It Right: A Little Blacklist of Literary Faults.  Bierce's list includes some distinctions still familiar today--the which-that rule, less vs. fewer, lie and lay -- but it also abounds in now-forgotten shibboleths: Ovation, the critics of his time agreed, meant a Roman triumph, not a round of applause. Reliable was an ill-formed coinage, not for the discriminating. Donate was pretentious, jeopardize should be jeopard, demean meant ""comport oneself,"" not ""belittle."" And Bierce made up a few peeves of his own for good measure. We should say ""a coating of paint,"" he instructed, not ""a coat.""  To mark the 100th anniversary of Write It Right, language columnist Jan Freeman has investigated where Bierce's rules and taboos originated, how they've fared in the century since the blacklist, and what lies ahead. Will our language quibbles seem as odd in 2109 as Bierce's do today? From the evidence offered here, it looks like a very good bet.",hardcover,"Nonfiction, Language, Writing, Reference, Humanities, Language",6815365,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312026449l/6815365.jpg,9780802717689.0,century since right language columnist jan freeman time agreed meant pretentious jeopardize roman triumph jeopard demean comport oneself paint theyve fared forgotten shibboleths ovation bierce made also abounds bierces rules peeves critics pet one write devils dictionary rule less vs fewer lie discriminating donate odd lies ahead little blacklist coat instructed mark applause reliable annotated edition today good bet correct speech ambrose ill formed coinage evidence offered fabulist literary faults list includes distinctions still familiar americas foremost experts presents th anniversary investigated taboos originated best known usage maven measure prolific journalist satirist round mbrose classic catalog quibbles seem coating lay say looks like belittle published several hundred,,240.0,,"Write It Right: The Celebrated Cynic's Language Peeves Deciphered, Appraised, and Annotated for 21st-Century Readers",151.0,1909.0
